kernel,pair_type,similarity
Polynomial,Same class,3.133876950038875
Polynomial,Same class,0.6257689189823482
Polynomial,Same class,1.955317178211871
Polynomial,Same class,0.7988996875686636
Polynomial,Same class,0.737835975255878
Polynomial,Same class,1.718210150387181
Polynomial,Different class,2.4612437401619633
Polynomial,Same class,0.09829801547969363
Polynomial,Same class,2.519612209068794
Polynomial,Different class,0.35182323557162276
Polynomial,Different class,0.8656172442237264
Polynomial,Different class,0.46125607492515736
Polynomial,Same class,1.1565532884376182
Polynomial,Different class,0.162317376071558
Polynomial,Different class,1.4125448345429727
Polynomial,Different class,1.108245844745866
Polynomial,Same class,2.842928616017588
Polynomial,Different class,1.2678308614154303
Polynomial,Different class,0.1763881304040209
Polynomial,Same class,0.22317610186762005
Polynomial,Same class,0.23288468099891252
Polynomial,Different class,0.0227508494320944
Polynomial,Same class,1.3170569643817835
Polynomial,Different class,4.377494936760631
Polynomial,Different class,1.02865073251156
Polynomial,Same class,0.09163409492081162
Polynomial,Different class,0.13291654510121115
Polynomial,Same class,0.4134552528988137
Polynomial,Same class,0.6810692990629542
Polynomial,Same class,0.6989429789204017
Polynomial,Different class,0.5798364511681675
Polynomial,Same class,1.5210473585247
Polynomial,Same class,0.5066378243609534
Polynomial,Same class,1.1648175749002876
Polynomial,Same class,0.22188731715197396
Polynomial,Same class,0.6758832843817918
Polynomial,Same class,2.7725880627545876
Polynomial,Different class,5.045261329302149
Polynomial,Different class,2.481011507334697
Polynomial,Same class,3.4419180621403114
Polynomial,Same class,1.5524971671464833
Polynomial,Same class,0.5893256201481193
Polynomial,Same class,0.22508800144114452
Polynomial,Same class,0.2560140815287727
Polynomial,Same class,0.7134080499969656
Polynomial,Same class,1.6575638484637338
Polynomial,Different class,0.001110610561214654
Polynomial,Same class,1.3534819165379086
Polynomial,Different class,0.7249245355927051
Polynomial,Different class,0.8114270814897723
Polynomial,Same class,0.5077064848551426
Polynomial,Different class,0.9401752519357888
Polynomial,Same class,0.15151015711338695
Polynomial,Different class,0.2843010710281729
Polynomial,Different class,0.4270364518162504
Polynomial,Same class,0.9652208755208743
Polynomial,Different class,2.7534008579935825
Polynomial,Different class,0.7670380678393961
Polynomial,Different class,1.6556217397192472
Polynomial,Different class,0.7380062089854647
Polynomial,Different class,1.1552433218620926
Polynomial,Different class,0.22838866079053535
Polynomial,Same class,4.957297873076214
Polynomial,Same class,2.9029278740306372
Polynomial,Different class,0.5447100633817881
Polynomial,Same class,0.6888299448562427
Polynomial,Different class,1.5093520721952725
Polynomial,Different class,0.1379514223012815
Polynomial,Same class,0.0828641131587378
Polynomial,Different class,0.06416654343554179
Polynomial,Same class,3.9542965208421545
Polynomial,Same class,8.536771118769108
Polynomial,Same class,4.084661351815267
Polynomial,Different class,0.27678583183638816
Polynomial,Same class,0.9092900361153289
Polynomial,Different class,0.6792189977944391
Polynomial,Same class,0.9690028369863234
Polynomial,Different class,0.7692271530087825
Polynomial,Different class,1.3091777371384559
Polynomial,Same class,3.1766100737027423
Polynomial,Different class,0.5810887855993813
Polynomial,Different class,3.4156548615265017
Polynomial,Different class,0.2881319571632513
Polynomial,Different class,2.878645645856039
Polynomial,Different class,1.300033311219971
Polynomial,Same class,10.924010485175733
Polynomial,Same class,0.09680929102487956
Polynomial,Different class,0.9505784629930095
Polynomial,Same class,1.7171660528403032
Polynomial,Different class,1.0642352241407136
Polynomial,Different class,1.2941070215082262
Polynomial,Different class,0.12867451171774505
Polynomial,Different class,0.02666037457799092
Polynomial,Different class,1.6643143687992565
Polynomial,Different class,0.9057939911005606
Polynomial,Different class,1.0469805511346812
Polynomial,Same class,0.2393449984131204
Polynomial,Different class,0.06522374798591553
Polynomial,Same class,4.884892812849282
Polynomial,Same class,0.8522006065693586
Polynomial,Same class,1.8618473435196228
Polynomial,Same class,0.37264047469531547
Polynomial,Same class,7.854778751332062
Polynomial,Different class,2.4289765242883705
Polynomial,Different class,0.6341798637555128
Polynomial,Different class,0.008260120626537698
Polynomial,Different class,2.3974049901213235
Polynomial,Different class,0.2008310052347867
Polynomial,Different class,0.023203629260496066
Polynomial,Same class,0.3573660433921387
Polynomial,Different class,1.545756512273423
Polynomial,Different class,1.7817123908787218
Polynomial,Different class,0.4707273417822235
Polynomial,Different class,4.5123549582265115e-06
Polynomial,Same class,1.3031281564947703
Polynomial,Different class,0.0019449780911323456
Polynomial,Different class,0.5884450266169284
Polynomial,Different class,0.7541201162727644
Polynomial,Same class,1.291759178896331
Polynomial,Different class,3.2904224820846433
Polynomial,Same class,1.9485900467163508
Polynomial,Different class,0.36721920713279466
Polynomial,Different class,0.16361351488222897
Polynomial,Same class,1.1602006669701348
Polynomial,Different class,1.7125601797716243
Polynomial,Same class,2.277806516848806
Polynomial,Same class,2.2811473637696054
Polynomial,Same class,1.7629184114508847
Polynomial,Same class,0.0038168295429699887
Polynomial,Same class,2.503640087462686
Polynomial,Different class,0.9886977612619423
Polynomial,Different class,0.7932472215287466
Polynomial,Different class,1.2984850095654954
Polynomial,Different class,1.1561397481615117
Polynomial,Different class,3.407344087013918
Polynomial,Same class,0.1534211414624687
Polynomial,Same class,0.15909426325532022
Polynomial,Different class,0.7884793705894989
Polynomial,Same class,2.8730483760154573
Polynomial,Same class,0.262965054335682
Polynomial,Different class,0.0017667078579396106
Polynomial,Different class,2.661997609066786
Polynomial,Same class,1.476197964702105
Polynomial,Same class,2.1934557099835996
Polynomial,Same class,4.351869691264094
Polynomial,Different class,2.607019506291427
Polynomial,Same class,0.6171046290801945
Polynomial,Different class,1.5230862678251393
Polynomial,Same class,0.0409472514149445
Polynomial,Same class,1.3210022479659984
Polynomial,Same class,0.09984485174528718
Polynomial,Different class,0.2472224441940878
Polynomial,Same class,27.282757326980526
Polynomial,Same class,0.03457389108979898
Polynomial,Different class,0.9542278498240997
Polynomial,Different class,1.4488026471653972
Polynomial,Same class,0.5161309481661392
Polynomial,Different class,0.010781340283009458
Polynomial,Different class,1.7962412500536742
Polynomial,Same class,0.13477619130253737
Polynomial,Different class,1.4804005723631828
Polynomial,Same class,1.9752160235124185
Polynomial,Different class,0.5813598364343792
Polynomial,Different class,3.320743163889755
Polynomial,Different class,0.7788295205393212
Polynomial,Same class,1.6077700317951877
Polynomial,Different class,0.7724217880478284
Polynomial,Same class,0.4245020638258918
Polynomial,Same class,1.05946196241986
Polynomial,Same class,0.23349663017390557
Polynomial,Same class,0.22347611463733066
Polynomial,Same class,3.560882635075176
Polynomial,Different class,0.15273744332831432
Polynomial,Different class,3.521664155191316
Polynomial,Different class,1.2630607608058495
Polynomial,Different class,0.3899239917363245
Polynomial,Different class,0.29282330514771066
Polynomial,Same class,0.0189385867635194
Polynomial,Same class,1.9496465094138375
Polynomial,Same class,3.097546960130946
Polynomial,Same class,0.11507736667074811
Polynomial,Same class,0.8635624575999364
Polynomial,Different class,0.40341595978431405
Polynomial,Same class,4.521091784522183
Polynomial,Same class,0.9650239003794328
Polynomial,Same class,3.66702650830296
Polynomial,Different class,3.0377438233077942
Polynomial,Same class,1.548818718960869
Polynomial,Same class,0.9254625031262009
Polynomial,Different class,1.1431892446839507
Polynomial,Same class,1.3776700893490892
Polynomial,Different class,0.006511146428084751
Polynomial,Same class,2.230620259990821
Polynomial,Different class,3.434254627050071
Polynomial,Same class,1.6452099388503358
Polynomial,Same class,1.1979049957429537
Polynomial,Same class,0.5404490881429949
Polynomial,Different class,1.3957324232696304
Polynomial,Same class,0.07950763818478399
Polynomial,Different class,2.2385771892200794
Polynomial,Same class,0.22515362188856394
Polynomial,Different class,0.5442346222958013
Polynomial,Different class,0.04444582070677372
Polynomial,Same class,3.3426744189251045
Polynomial,Different class,0.38083444306532943
Polynomial,Same class,1.6842689759031904
Polynomial,Same class,1.2423553011094546
Polynomial,Different class,0.20691774457281306
Polynomial,Different class,0.708118180245351
Polynomial,Same class,3.0195670924032045
Polynomial,Different class,0.09408539228748021
Polynomial,Different class,4.850243034173609
Polynomial,Different class,2.397018407826932
Polynomial,Different class,2.874087047268044
Polynomial,Different class,0.8969102156304105
Polynomial,Same class,1.7879029343372326
Polynomial,Different class,1.6900548311996713
Polynomial,Different class,0.42460965738219086
Polynomial,Different class,0.7705019449069138
Polynomial,Same class,1.4169706635486277
Polynomial,Different class,1.2433738519455737
Polynomial,Same class,0.5316265809831692
Polynomial,Same class,0.035096980999980244
Polynomial,Different class,0.014335440663875595
Polynomial,Different class,0.4817386267029354
Polynomial,Same class,0.41782620418965827
Polynomial,Same class,1.5335499510994577
Polynomial,Same class,0.6983506141156004
Polynomial,Same class,1.002659497740869
Polynomial,Different class,2.1238060541411823
Polynomial,Same class,0.07953383147706806
Polynomial,Same class,4.4303333543081225
Polynomial,Same class,1.3836565829891996
Polynomial,Different class,0.05637286198853864
Polynomial,Same class,2.2141823257573057
Polynomial,Different class,0.808116577598679
Polynomial,Same class,0.7454080422928551
Polynomial,Same class,0.0032972266898455786
Polynomial,Same class,9.807471762619116
Polynomial,Different class,0.08008356941499094
Polynomial,Different class,0.45805403291256647
Polynomial,Same class,1.6823587297272122
Polynomial,Different class,0.03766037228182991
Polynomial,Same class,1.5665808962796384
Polynomial,Different class,2.911481952035985
Polynomial,Same class,0.018157410015398924
Polynomial,Same class,11.288734620166212
Polynomial,Same class,1.40726848593565
Polynomial,Same class,0.46606433147482795
Polynomial,Different class,0.003886095153797281
Polynomial,Different class,1.8039755597685165
Polynomial,Same class,1.557937389206087
Polynomial,Different class,1.5795367228896022
Polynomial,Same class,0.8325471450846411
Polynomial,Different class,0.9336451794904034
Polynomial,Different class,5.203507973251665
Polynomial,Same class,3.527954501210321
Polynomial,Different class,0.08498322324374298
Polynomial,Different class,0.45336129213934145
Polynomial,Different class,1.5887096049548703
Polynomial,Same class,0.9025937726696207
Polynomial,Same class,1.1452272196366133
Polynomial,Same class,0.007124953688706091
Polynomial,Different class,0.8753118031898377
Polynomial,Different class,0.0551207511254279
Polynomial,Same class,0.5183052162190378
Polynomial,Same class,0.5309162877255837
Polynomial,Different class,1.8567326321252267
Polynomial,Same class,0.6424295675301304
Polynomial,Different class,0.23184348291784407
Polynomial,Same class,0.4646360479538503
Polynomial,Different class,0.5665638028857474
Polynomial,Different class,0.7664851870052639
Polynomial,Same class,0.4324478039833385
Polynomial,Same class,2.043420487244282
Polynomial,Different class,3.643203567557504
Polynomial,Different class,2.7696554786951473
Polynomial,Different class,0.45508643770840324
Polynomial,Same class,4.318629172193773
Polynomial,Different class,0.8871792182915191
Polynomial,Different class,0.20104503061793103
Polynomial,Same class,0.546774655468274
Polynomial,Different class,0.09206288439007199
Polynomial,Different class,2.1430206986724447
Polynomial,Different class,1.1650085873493328
Polynomial,Same class,6.760086919896169
Polynomial,Different class,1.758650730081459
Polynomial,Same class,0.8119190003250566
Polynomial,Different class,2.1001164026463695
Polynomial,Different class,0.9600989319118209
Polynomial,Same class,6.8145777188882635
Polynomial,Same class,0.37858458507482096
Polynomial,Same class,1.9181827474454454
Polynomial,Different class,0.18464552757729571
Polynomial,Different class,2.0154277463174335
Polynomial,Different class,3.488767985564012
Polynomial,Different class,0.9514246487759205
Polynomial,Same class,1.5428760793735368
Polynomial,Same class,1.2953217041044844
Polynomial,Same class,0.12676765154138897
Polynomial,Different class,0.051683375839478615
Polynomial,Same class,3.253291574909064
Polynomial,Different class,3.88478697853617
Polynomial,Same class,4.2446108529322375
Polynomial,Different class,1.5238033192918938
Polynomial,Different class,2.029627391392231
Polynomial,Same class,3.118406581241017
Polynomial,Different class,0.67819597207246
Polynomial,Same class,0.45775241706769765
Polynomial,Different class,0.2560117984460564
Polynomial,Same class,0.07508737383132287
Polynomial,Same class,0.25233273787863947
Polynomial,Different class,0.027307743157765924
Polynomial,Same class,1.3661659839385654
Polynomial,Different class,0.4939945090095757
Polynomial,Same class,1.5900148271926413
Polynomial,Different class,0.1633649361403011
Polynomial,Same class,1.9690087319902518
Polynomial,Same class,0.290830611835528
Polynomial,Different class,1.3764716111336126
Polynomial,Different class,3.0705615551831293
Polynomial,Different class,10.423550426384516
Polynomial,Same class,2.590665105918559
Polynomial,Same class,0.5739857003036497
Polynomial,Different class,0.016660826260353215
Polynomial,Different class,1.1266564114784425
Polynomial,Different class,1.9691528171283232
Polynomial,Same class,0.7156211565038646
Polynomial,Different class,0.34076708186757193
Polynomial,Different class,0.9655205559558524
Polynomial,Same class,1.4026633220010343
Polynomial,Different class,2.91436734822542
Polynomial,Same class,0.8788830283483994
Polynomial,Same class,1.2476730829672327
Polynomial,Different class,2.594217800189833
Polynomial,Same class,0.46036120752602144
Polynomial,Different class,1.2811695563319723
Polynomial,Same class,3.5642448604499637
Polynomial,Different class,1.0247850181960894
Polynomial,Different class,2.7717819814075293
Polynomial,Same class,1.4625295807662388
Polynomial,Same class,7.172739287746293
Polynomial,Same class,0.8794760129944802
Polynomial,Different class,7.376217907039161
Polynomial,Different class,0.16306937290098425
Polynomial,Same class,5.687841910550493
Polynomial,Different class,2.4499953382024953
Polynomial,Different class,3.666684780314294
Polynomial,Different class,0.724502659138963
Polynomial,Different class,0.40552360356909867
Polynomial,Same class,0.002054127430183757
Polynomial,Different class,0.4360418417720396
Polynomial,Same class,1.0177253567952673
Polynomial,Different class,2.336949414509255
Polynomial,Different class,0.20487377803249657
Polynomial,Different class,1.4811583493632339
Polynomial,Same class,2.848059256932023
Polynomial,Same class,2.2282112221350734
Polynomial,Same class,8.398951947521306
Polynomial,Same class,2.3669532420668355
Polynomial,Same class,1.042382513614099
Polynomial,Same class,0.21846947721989168
Polynomial,Different class,1.2945735153044735
Polynomial,Different class,0.22779917055428991
Polynomial,Different class,1.3004027789910007
Polynomial,Same class,1.1408234529351664
Polynomial,Same class,0.028228632107937437
Polynomial,Different class,1.54443728148011
Polynomial,Same class,1.2096778310750027
Polynomial,Same class,0.819952396481021
Polynomial,Same class,1.0472855289428489
Polynomial,Same class,1.1602393252799523
Polynomial,Same class,1.5211581240572984
Polynomial,Different class,1.1012333737788462
Polynomial,Same class,3.4498622662413325
Polynomial,Different class,1.5386533915809186
Polynomial,Different class,0.04558552309984531
Polynomial,Same class,0.24129071443605207
Polynomial,Same class,4.198170811569324
Polynomial,Different class,0.031655578248937506
Polynomial,Different class,4.497323978593907
Polynomial,Different class,2.279610539351304
Polynomial,Same class,0.6140137644723199
Polynomial,Different class,5.9525307295761385
Polynomial,Different class,0.2828554157876523
Polynomial,Same class,15.343375835515234
Polynomial,Different class,0.21440577281907774
Polynomial,Different class,0.396542849013523
Polynomial,Same class,0.022572254613990834
Polynomial,Same class,2.8656541960879442
Polynomial,Different class,1.540835145026455
Polynomial,Different class,0.001614987670342687
Polynomial,Same class,2.41329780581401
Polynomial,Same class,0.42992909039145183
Polynomial,Different class,0.6457301483430626
Polynomial,Same class,1.5065680606963288
Polynomial,Same class,0.2683970225131265
Polynomial,Different class,3.2935189770808586
Polynomial,Different class,0.8066885523326722
Polynomial,Same class,0.11623147740130879
Polynomial,Same class,0.5700172031850921
Polynomial,Different class,0.0068727770696492465
Polynomial,Different class,0.453145764277884
Polynomial,Same class,0.49532633800490017
Polynomial,Same class,2.110978861109289
Polynomial,Different class,0.8233652700617536
Polynomial,Same class,0.4811369707747724
Polynomial,Different class,11.287312825125506
Polynomial,Same class,3.4798227739997967
Polynomial,Same class,1.163087166826348
Polynomial,Same class,0.4280152790449839
Polynomial,Same class,0.07677156734072156
Polynomial,Same class,1.9123742725915343
Polynomial,Same class,3.7136835335671785
Polynomial,Different class,0.030885304337068827
Polynomial,Different class,0.264424708167296
Polynomial,Same class,0.4205921448882402
Polynomial,Same class,8.430556094543515
Polynomial,Different class,1.58826533791703
Polynomial,Different class,0.7184988211047967
Polynomial,Same class,0.621993402157528
Polynomial,Same class,1.5413416772519233
Polynomial,Different class,1.6422164507461487
Polynomial,Different class,2.4998343203305247
Polynomial,Same class,0.03426495800081777
Polynomial,Same class,4.766949456212919
Polynomial,Same class,2.3835024889371077
Polynomial,Same class,2.75710045092601
Polynomial,Same class,6.2007503846161285
Polynomial,Different class,0.15504613018527105
Polynomial,Different class,5.020789617435502
Polynomial,Same class,1.3987341757272824
Polynomial,Same class,5.2150986529130305
Polynomial,Same class,0.0008970036145921444
Polynomial,Same class,0.8201454063009267
Polynomial,Same class,0.022557891806470175
Polynomial,Different class,2.0157762013440177
Polynomial,Different class,2.266693776974135
Polynomial,Different class,3.8621674722621053
Polynomial,Same class,0.7931866766430076
Polynomial,Different class,0.280461970959832
Polynomial,Different class,0.4949834606851967
Polynomial,Same class,0.2600281625680453
Polynomial,Different class,0.00996637121617069
Polynomial,Same class,0.3292676523362509
Polynomial,Same class,1.3505587248343993
Polynomial,Different class,2.311879001035331
Polynomial,Different class,1.2230532466299915
Polynomial,Different class,0.7420006622552688
Polynomial,Different class,3.976197699854751
Polynomial,Same class,0.44092772334169594
Polynomial,Same class,0.0028017478900177555
Polynomial,Different class,0.2506262197196862
Polynomial,Same class,1.199617870160248
Polynomial,Same class,0.6852378668685633
Polynomial,Different class,1.7035860382512984
Polynomial,Same class,3.334547148085359
Polynomial,Different class,0.3483988187956034
Polynomial,Different class,2.506447394573802
Polynomial,Different class,0.5721632506786326
Polynomial,Different class,0.4332621673349939
Polynomial,Different class,1.0915733024107512
Polynomial,Same class,1.0535768901193625
Polynomial,Same class,0.47037926582837825
Polynomial,Same class,2.4019466647293077
Polynomial,Same class,0.7262908373207476
Polynomial,Different class,0.44929546496735817
Polynomial,Different class,2.445242962971285
Polynomial,Different class,0.10133568632048234
Polynomial,Different class,2.204389770951562
Polynomial,Same class,0.20215761405054608
Polynomial,Different class,3.0495109999647725
Polynomial,Same class,2.347343140383895
Polynomial,Different class,2.6856247813404335
Polynomial,Different class,1.374483922230788
Polynomial,Same class,0.9098773861064996
Polynomial,Different class,0.07198578137682018
Polynomial,Different class,0.007202354410484216
Polynomial,Same class,1.3523240067417688
Polynomial,Same class,0.9703102850760463
Polynomial,Different class,0.786943190935888
Polynomial,Different class,0.020351690765441327
Polynomial,Same class,1.2235086310629735
Polynomial,Different class,0.7700812801133202
Polynomial,Different class,0.013697604141086414
Polynomial,Same class,3.6221995650327656
Polynomial,Different class,0.10203876826805426
Polynomial,Same class,3.500991830794931
Polynomial,Same class,3.7760844246512244
Polynomial,Different class,1.1996546731004933
Polynomial,Different class,14.173454242272586
Polynomial,Different class,2.0741690097781986
Polynomial,Same class,0.13047609480195277
Polynomial,Same class,0.9435583939984424
Polynomial,Different class,3.816504071313719
Polynomial,Different class,1.4386476760086133
Polynomial,Same class,4.4768853961727455
Polynomial,Different class,0.008370943841917517
Polynomial,Same class,0.3564729161562345
Polynomial,Same class,1.0286752583379066
Polynomial,Same class,1.3014154623139962
Polynomial,Same class,2.5309857804796465
Polynomial,Different class,0.10309532241275315
Polynomial,Same class,2.2040335952576235
Polynomial,Different class,1.9681213062473928
Polynomial,Different class,0.2571056834728614
Polynomial,Different class,1.6031157352225365
Polynomial,Different class,1.7152829059794301
Polynomial,Different class,2.926311485985299
Polynomial,Same class,1.3600310375580524
Polynomial,Same class,3.9823594639169952
Polynomial,Different class,2.8142486727806326
Polynomial,Same class,0.921047231903063
Polynomial,Different class,0.18996276638762
Polynomial,Same class,1.4359116099858882
Polynomial,Same class,0.0048933618037008
Polynomial,Different class,1.4797945160245964
Polynomial,Same class,0.41418205778077166
Polynomial,Same class,1.0048919772674294
Polynomial,Same class,0.010058850461343458
Polynomial,Different class,0.7799498783148283
Polynomial,Different class,3.249710142630822
Polynomial,Different class,0.5763521532844995
Polynomial,Same class,2.340870050020608
Polynomial,Same class,0.24121648929934145
Polynomial,Same class,0.12463083921313088
Polynomial,Same class,0.7736421013703698
Polynomial,Different class,1.0126124328336994
Polynomial,Same class,2.380540355394861
Polynomial,Different class,0.655921309865741
Polynomial,Same class,0.12393917916582076
Polynomial,Same class,2.1277904481650034
Polynomial,Same class,0.010846380714940219
Polynomial,Different class,2.9794624759778054
Polynomial,Different class,1.4776527307448373
Polynomial,Same class,0.7678581212727427
Polynomial,Different class,0.6856421236628231
Polynomial,Same class,0.4871990962020433
Polynomial,Different class,1.667900782796613
Polynomial,Different class,1.4119498184818386
Polynomial,Different class,0.0442622085380259
Polynomial,Different class,2.848638080454
Polynomial,Same class,2.980151954422675
Polynomial,Different class,0.8152641290291966
Polynomial,Same class,0.1892252206068438
Polynomial,Same class,8.261064796191567
Polynomial,Same class,1.7549234301027958
Polynomial,Different class,2.7313031042263423
Polynomial,Different class,2.0414206143973255
Polynomial,Same class,2.852127874768021
Polynomial,Same class,0.12297504308574263
Polynomial,Same class,0.652961129042178
Polynomial,Different class,1.8007504783028816
Polynomial,Different class,2.796079632723661
Polynomial,Different class,1.8128929475053386
Polynomial,Different class,1.5791062842266528
Polynomial,Different class,0.27650149874185304
Polynomial,Same class,0.258258240278029
Polynomial,Different class,2.3363236380309558
Polynomial,Same class,1.1663988454281693
Polynomial,Same class,2.3456876861727727
Polynomial,Same class,0.0013647682450608444
Polynomial,Different class,1.5221870834017415
Polynomial,Different class,1.6574463638925303
Polynomial,Same class,0.03245031112854171
Polynomial,Same class,0.5671615830841499
Polynomial,Same class,1.244251025484743
Polynomial,Different class,2.4609611943318033
Polynomial,Different class,1.4435551037747256
Polynomial,Different class,1.7299851189700501
Polynomial,Same class,0.7946921458663742
Polynomial,Same class,3.588042973064179
Polynomial,Different class,0.0018429232562297896
Polynomial,Same class,1.6765392043842675
Polynomial,Different class,1.4225673750346046
Polynomial,Different class,3.2024765092136627
Polynomial,Same class,1.7513511583977013
Polynomial,Same class,0.00461141342837463
Polynomial,Different class,0.11460454537670926
Polynomial,Same class,0.8956730873100606
Polynomial,Different class,0.9214402410422453
Polynomial,Same class,1.1635850457034618
Polynomial,Different class,0.8921558717791499
Polynomial,Same class,0.42087965172838987
Polynomial,Same class,3.9689248261848387
Polynomial,Same class,1.1016066522864092
Polynomial,Same class,0.005130812542702315
Polynomial,Same class,2.091427399597676
Polynomial,Different class,0.5658005485707134
Polynomial,Different class,1.809964576199639
Polynomial,Different class,0.003127350248999
Polynomial,Same class,0.03158921758967425
Polynomial,Same class,1.2566277780024497
Polynomial,Different class,0.03581471846069187
Polynomial,Same class,2.2510672129201623
Polynomial,Same class,1.8486933195191406
Polynomial,Different class,0.1845834789691964
Polynomial,Different class,0.5042538381418656
Polynomial,Same class,1.6912754266404961
Polynomial,Different class,2.8973197000395507
Polynomial,Different class,1.3729644380650117
Polynomial,Different class,1.7925871677388672
Polynomial,Same class,2.3015317745486943
Polynomial,Same class,0.17959370746744355
Polynomial,Different class,1.1020772782457169
Polynomial,Same class,3.191910043495702
Polynomial,Different class,0.0001698038986843647
Polynomial,Different class,6.2450465091474605
Polynomial,Same class,0.1104489934316918
Polynomial,Same class,1.7858108396785484
Polynomial,Same class,0.3879258660010575
Polynomial,Same class,2.1674918475297114
Polynomial,Same class,0.16897454937651782
Polynomial,Same class,1.501440921574518
Polynomial,Same class,4.348723131317684
Polynomial,Different class,3.3707671533993846
Polynomial,Different class,1.1519423323069586
Polynomial,Same class,3.680737617012667
Polynomial,Same class,1.2538303253449345
Polynomial,Same class,0.4836832103773949
Polynomial,Different class,2.5630112230081856
Polynomial,Same class,0.028103028149526144
Polynomial,Different class,0.6842360881131008
Polynomial,Different class,0.10197222367226637
Polynomial,Different class,1.7683252260353401
Polynomial,Same class,3.0908794294700432
Polynomial,Different class,0.10055252812580726
Polynomial,Different class,1.0431768859405361
Polynomial,Same class,1.5765541622653787
Polynomial,Different class,3.044825818535875
Polynomial,Different class,0.5308817531734102
Polynomial,Different class,1.278261281798972
Polynomial,Same class,1.8450415945228895
Polynomial,Same class,6.723045112254719
Polynomial,Different class,0.020481263626101275
Polynomial,Same class,2.4251629233214937
Polynomial,Different class,3.725018832753753
Polynomial,Different class,2.0106334657356517
Polynomial,Same class,0.07653962650743026
Polynomial,Different class,0.05703033498473705
Polynomial,Different class,2.8379284197926187
Polynomial,Different class,0.2592329516365121
Polynomial,Same class,0.5898019123472814
Polynomial,Different class,0.560912904501144
Polynomial,Same class,0.7440798274239512
Polynomial,Different class,2.2865485029197186
Polynomial,Different class,1.1075496439595431
Polynomial,Different class,1.001765653076702
Polynomial,Same class,0.011164040193759711
Polynomial,Different class,0.45277105184826094
Polynomial,Same class,1.2284392521412342
Polynomial,Different class,0.985878649097776
Polynomial,Different class,8.645494185249264
Polynomial,Same class,1.7235037824644512
Polynomial,Different class,0.9662605183319275
Polynomial,Different class,0.49527214231210814
Polynomial,Same class,2.9221757905410986
Polynomial,Different class,0.2518894953225106
Polynomial,Same class,2.2694436561662665
Polynomial,Different class,1.2656864310560403
Polynomial,Same class,2.5886779048309956
Polynomial,Different class,0.34727936349446187
Polynomial,Different class,0.5373500515798498
Polynomial,Same class,0.17122303583763118
Polynomial,Same class,0.4339569353531851
Polynomial,Same class,0.15601960108848623
Polynomial,Different class,1.2068527294291524
Polynomial,Same class,1.9190978085708401
Polynomial,Same class,1.3334987231984798
Polynomial,Same class,0.09704051419245273
Polynomial,Same class,0.014689717016945724
Polynomial,Different class,0.2533382124873535
Polynomial,Same class,1.344293733223295
Polynomial,Same class,0.8658811381128714
Polynomial,Same class,0.49409055886720377
Polynomial,Same class,0.1211926950294465
Polynomial,Different class,0.00634355753694209
Polynomial,Different class,0.20535269509239637
Polynomial,Same class,1.0284964049007623
Polynomial,Same class,1.6375214641757783
Polynomial,Same class,6.069929216960039
Polynomial,Different class,0.4307073701753162
Polynomial,Same class,0.0095544076983947
Polynomial,Different class,1.5142206349778302
Polynomial,Different class,0.7591652731789167
Polynomial,Same class,0.8465072292615631
Polynomial,Different class,0.04349050011753654
Polynomial,Same class,2.862689433129114
Polynomial,Different class,5.266428239059846
Polynomial,Different class,0.006797743575161512
Polynomial,Same class,2.714780690424317
Polynomial,Same class,0.6515880610397963
Polynomial,Different class,0.5794572411350204
Polynomial,Same class,1.3608285300971785
Polynomial,Different class,1.8461620296490429
Polynomial,Different class,0.1222840097346751
Polynomial,Different class,2.220864139116317
Polynomial,Same class,2.589030370337958
Polynomial,Same class,7.095849093760534
Polynomial,Same class,7.0281585404204305
Polynomial,Different class,0.49232602910938633
Polynomial,Different class,5.340487616483234
Polynomial,Different class,0.0099347210715013
Polynomial,Same class,1.2631073901046375
Polynomial,Different class,1.4330003522169377
Polynomial,Same class,0.9613951531168519
Polynomial,Same class,1.3394979100782525
Polynomial,Same class,0.08892050538072961
Polynomial,Different class,3.000743411315136
Polynomial,Different class,0.45628949826501936
Polynomial,Same class,0.9161641623683126
Polynomial,Different class,0.5191932838814213
Polynomial,Different class,0.2060703449931021
Polynomial,Different class,0.6140363221339534
Polynomial,Different class,1.0113066722430173
Polynomial,Same class,0.03821580685135592
Polynomial,Different class,0.1535680647446099
Polynomial,Different class,2.361158863622547
Polynomial,Different class,0.5652897204575562
Polynomial,Different class,1.0398337818550456
Polynomial,Different class,0.41422086488193655
Polynomial,Different class,0.6364535497855401
Polynomial,Different class,3.451775152875036
Polynomial,Different class,5.246338309520119
Polynomial,Different class,1.0596835020615833
Polynomial,Different class,1.044305906961533
Polynomial,Same class,0.4322310291576438
Polynomial,Different class,0.5132944746448759
Polynomial,Different class,0.04461439054169373
Polynomial,Same class,0.12517492172149644
Polynomial,Same class,0.6244599214765422
Polynomial,Different class,0.05321677526356837
Polynomial,Same class,1.3085541914521994
Polynomial,Same class,1.3354741159116033
Polynomial,Different class,3.9765256810155947
Polynomial,Same class,1.1152526556276456
Polynomial,Different class,0.42842377187296754
Polynomial,Same class,0.5988185623109223
Polynomial,Different class,0.0755436859138002
Polynomial,Different class,0.5899793229570282
Polynomial,Same class,1.3729006076187709
Polynomial,Different class,1.234860633421397
Polynomial,Different class,1.191958979150029
Polynomial,Same class,0.7084060302795215
