kernel,pair_type,similarity
Linear,Different class,-2.562054014546349
Linear,Different class,-8.979852105226936
Linear,Same class,-2.938907580791767
Linear,Different class,8.957346109540971
Linear,Same class,7.3297821860506
Linear,Different class,-12.27395196532405
Linear,Same class,-3.0299495420375755
Linear,Same class,-11.35159255674863
Linear,Same class,-7.407199095634677
Linear,Same class,-6.986097167807871
Linear,Same class,-1.189772644055263
Linear,Different class,1.8724715281763302
Linear,Same class,7.762939903305966
Linear,Same class,-6.583620275301586
Linear,Same class,-4.171007073176
Linear,Different class,-6.665249815961808
Linear,Different class,3.06414213157957
Linear,Same class,0.7683291166669295
Linear,Different class,-11.89903676227505
Linear,Same class,5.165928128186476
Linear,Different class,4.466178663905274
Linear,Different class,0.4628217952269179
Linear,Same class,1.830084208190342
Linear,Same class,4.411936407078123
Linear,Same class,2.6130109482663375
Linear,Same class,-1.4966429191374722
Linear,Same class,1.966545177056884
Linear,Different class,4.70645950858614
Linear,Same class,-5.406198445774593
Linear,Different class,6.352404201587156
Linear,Same class,2.4733931891740526
Linear,Different class,1.9564665319717622
Linear,Different class,7.889022126004045
Linear,Same class,-5.30952783652134
Linear,Same class,-4.920464692283208
Linear,Different class,0.9495449142206309
Linear,Same class,-6.539381512130922
Linear,Same class,1.8922932915920203
Linear,Same class,-10.664666403555646
Linear,Different class,3.966246444055929
Linear,Same class,-5.27740904677541
Linear,Same class,-2.5400443504972716
Linear,Different class,-1.3117156400105339
Linear,Same class,-3.336242924517489
Linear,Different class,18.108378944109596
Linear,Different class,-2.0980363820794596
Linear,Different class,1.1797960894556956
Linear,Same class,7.069632096952935
Linear,Same class,24.714166781784723
Linear,Different class,1.565273239499045
Linear,Same class,1.597462740596945
Linear,Different class,-3.403069979772638
Linear,Same class,-1.3982496444555477
Linear,Different class,-7.384060796469201
Linear,Different class,0.3534169675198415
Linear,Same class,9.122524091653434
Linear,Different class,6.338567501855157
Linear,Different class,28.726244380128257
Linear,Same class,-10.101458484197579
Linear,Same class,-0.3709245010287101
Linear,Same class,-7.476127630655038
Linear,Different class,5.186046421075885
Linear,Different class,2.5358965051162876
Linear,Different class,9.20260568824937
Linear,Same class,-0.7372211888330965
Linear,Same class,5.075204147881442
Linear,Same class,-1.8977165906274764
Linear,Same class,14.545919988165757
Linear,Different class,-7.259508617512848
Linear,Different class,-2.9420249834587784
Linear,Same class,6.052884853274845
Linear,Same class,2.6885999463083214
Linear,Same class,4.387811427617051
Linear,Different class,3.793617622459366
Linear,Different class,0.054124599773476806
Linear,Same class,-2.279831955161874
Linear,Same class,-9.562263257354918
Linear,Different class,2.734704686217662
Linear,Different class,-1.2975284200071113
Linear,Different class,19.166316399164977
Linear,Different class,8.467363801769691
Linear,Different class,0.4911011287330702
Linear,Different class,-1.5381627596807923
Linear,Same class,0.12995231017324407
Linear,Same class,6.367963052427882
Linear,Same class,1.6984239979581546
Linear,Same class,-7.948653911016386
Linear,Same class,2.1780029599817206
Linear,Different class,-20.508047284414527
Linear,Same class,-6.797320616886076
Linear,Different class,-7.184097915779199
Linear,Different class,1.580839093667879
Linear,Different class,-32.13667817056242
Linear,Different class,-8.913997802107206
Linear,Same class,1.8648252273484058
Linear,Same class,-4.815436985722911
Linear,Same class,-1.4247540776328256
Linear,Different class,-4.959017682328621
Linear,Same class,-8.927501483937812
Linear,Different class,2.712194240137962
Linear,Same class,-1.4835835222715181
Linear,Different class,-1.0467526011645172
Linear,Same class,1.9964858527025329
Linear,Different class,-8.29524073238901
Linear,Different class,-5.230416752653483
Linear,Different class,3.7255646841215726
Linear,Same class,-7.610738656094544
Linear,Same class,1.3318884622347305
Linear,Same class,-0.3113912651298687
Linear,Different class,-2.438680000622382
Linear,Same class,-1.7799609812516455
Linear,Same class,-1.4599977497894547
Linear,Same class,-5.506416984654267
Linear,Same class,0.7038276848951925
Linear,Same class,11.194326713572584
Linear,Different class,1.797801184310156
Linear,Different class,5.530848853410021
Linear,Different class,3.392595332037118
Linear,Different class,-7.200971457921845
Linear,Same class,7.788892852341532
Linear,Same class,19.73895383863971
Linear,Different class,-3.2539957260963415
Linear,Different class,0.27728131301242215
Linear,Different class,3.6152632478455202
Linear,Different class,8.199924918949534
Linear,Different class,5.307552280666775
Linear,Different class,-3.3264906010554163
Linear,Same class,9.454383563671705
Linear,Different class,-2.951740357605618
Linear,Same class,-12.137021865744495
Linear,Same class,-2.3365247046783364
Linear,Different class,14.436443133487552
Linear,Different class,0.15856296733444597
Linear,Different class,-3.7289444963601195
Linear,Different class,-7.776543065002049
Linear,Different class,6.2487750078801625
Linear,Same class,3.129824933019034
Linear,Different class,-2.7570965552016897
Linear,Different class,-8.804669102734081
Linear,Same class,8.715865589040456
Linear,Different class,-4.346210029398352
Linear,Different class,-1.5138305058637291
Linear,Different class,-9.784377401521285
Linear,Same class,-2.8054883612647314
Linear,Different class,0.8411343126989068
Linear,Same class,-19.90732666947126
Linear,Same class,4.349997595388115
Linear,Different class,4.199778450497796
Linear,Different class,1.4727116164541618
Linear,Same class,-0.06777331795768485
Linear,Same class,1.7823513682105958
Linear,Same class,22.157265681027443
Linear,Same class,-10.375607682294401
Linear,Different class,-7.159793768588627
Linear,Same class,-5.525929529712634
Linear,Different class,0.9979313228938459
Linear,Same class,-5.359407331232201
Linear,Same class,0.23017622937584373
Linear,Same class,8.305724637826998
Linear,Same class,1.749921772174603
Linear,Same class,-2.7903249837685413
Linear,Same class,2.1712721780008772
Linear,Different class,-7.4739813567238755
Linear,Same class,10.143786342336952
Linear,Same class,5.510252079122475
Linear,Different class,-9.89088489503685
Linear,Different class,9.633258438520715
Linear,Same class,-9.136317002504459
Linear,Same class,-2.119424775108072
Linear,Different class,11.02678776288127
Linear,Same class,8.562882982144957
Linear,Same class,-0.8502349737138497
Linear,Different class,-3.8321395715397832
Linear,Same class,1.0791806988274342
Linear,Same class,19.17277923201186
Linear,Same class,7.476771062732588
Linear,Same class,6.128493551180107
Linear,Same class,2.6375933851162077
Linear,Same class,36.268665406957695
Linear,Same class,-12.624270893225166
Linear,Different class,4.734350892372392
Linear,Same class,-2.552592435838015
Linear,Same class,-3.5745478533124895
Linear,Same class,-12.034261539293919
Linear,Same class,3.2001242537861976
Linear,Same class,2.037126616901388
Linear,Same class,-4.66508752493147
Linear,Different class,7.943052993627202
Linear,Same class,4.364733341720563
Linear,Same class,-11.949340113460352
Linear,Same class,4.791190790941791
Linear,Same class,0.7682282038344239
Linear,Same class,-1.8920510247539881
Linear,Different class,-2.1726758190680284
Linear,Same class,-1.9006439958271222
Linear,Different class,-10.033875293520222
Linear,Same class,2.1994679339881595
Linear,Different class,-2.175726629807194
Linear,Different class,-5.208111794912865
Linear,Different class,-2.9051550228771035
Linear,Same class,6.78043397402532
Linear,Different class,5.12474156349797
Linear,Same class,-0.7654566922005429
Linear,Same class,-3.288446914850886
Linear,Same class,-2.5688387337048244
Linear,Same class,0.8802756778965148
Linear,Same class,8.53781575012606
Linear,Same class,14.698049648925071
Linear,Same class,-10.064585563031741
Linear,Different class,-2.7518723441981248
Linear,Same class,10.205376994263188
Linear,Different class,-5.274350324021917
Linear,Same class,0.24337208515158984
Linear,Different class,-4.412039090607868
Linear,Different class,-15.103788102327877
Linear,Different class,0.8302512002419715
Linear,Same class,14.303321698491748
Linear,Different class,-10.214778863467982
Linear,Same class,6.51823909687555
Linear,Different class,9.508167599727734
Linear,Same class,8.086730686005325
Linear,Different class,4.83310169555404
Linear,Different class,-2.6748454542506916
Linear,Different class,-7.668224120435818
Linear,Same class,2.3292947081421826
Linear,Same class,-3.3696332840155674
Linear,Different class,-13.269820187110865
Linear,Different class,-2.3698954622699473
Linear,Different class,5.574105061229046
Linear,Same class,-1.8403727752227221
Linear,Different class,7.274907115451506
Linear,Same class,8.337501890161734
Linear,Different class,2.708551666376247
Linear,Same class,-2.524697330860965
Linear,Same class,0.49582494698166624
Linear,Different class,-10.407578103086793
Linear,Different class,2.104128470067512
Linear,Same class,-6.30266499219126
Linear,Different class,-19.061569686332078
Linear,Different class,8.277830964718369
Linear,Different class,-1.3618890522602394
Linear,Same class,-0.49261301034096183
Linear,Same class,-4.372400284573034
Linear,Same class,-0.7803553271157176
Linear,Different class,2.10018796674185
Linear,Different class,8.353728850354106
Linear,Same class,4.647955709390126
Linear,Same class,4.605591569066694
Linear,Different class,8.407781409557286
Linear,Different class,-8.340471856851016
Linear,Different class,-21.48224319313699
Linear,Same class,-2.1761436037910236
Linear,Different class,-1.6383585766762356
Linear,Same class,-0.43229713588539986
Linear,Same class,7.034595843514459
Linear,Same class,0.50257208504359
Linear,Same class,-10.643378295850782
Linear,Different class,-1.3308831549576186
Linear,Different class,-10.43082995175039
Linear,Different class,4.635809005283354
Linear,Different class,7.857961751495393
Linear,Different class,-8.348991666294888
Linear,Same class,-0.5235368856056813
Linear,Same class,-0.7431819649465518
Linear,Different class,-6.482606407603388
Linear,Different class,-2.693508509714128
Linear,Same class,-1.2269385756552054
Linear,Different class,-3.4708866470223088
Linear,Different class,4.4141937612504
Linear,Same class,-0.48363283679149993
Linear,Same class,-1.0735663214595554
Linear,Same class,21.9986379370778
Linear,Different class,-3.4550922657610323
Linear,Different class,6.491452572750751
Linear,Different class,-0.7151855491754343
Linear,Same class,-3.0206314117514683
Linear,Same class,5.055605171830498
Linear,Same class,1.268976715535697
Linear,Different class,7.683975400213912
Linear,Same class,2.2029804081865483
Linear,Same class,-15.586263897938217
Linear,Same class,9.741603700165525
Linear,Different class,-2.9369632250437263
Linear,Same class,-0.8489288257089785
Linear,Same class,-9.209365991599993
Linear,Same class,-2.551799417832122
Linear,Same class,8.172977042932756
Linear,Same class,-7.189924915475546
Linear,Different class,5.78221592770684
Linear,Different class,-1.3873470360343911
Linear,Same class,-6.542259319438797
Linear,Same class,3.4535746909472
Linear,Same class,9.477135279539059
Linear,Different class,3.923357701565754
Linear,Same class,4.4211459894094265
Linear,Same class,1.1609833554692268
Linear,Different class,3.4697465231500857
Linear,Same class,-2.9392551690463944
Linear,Same class,1.603296012800275
Linear,Different class,-3.35433435499803
Linear,Different class,-4.856928805790296
Linear,Same class,-4.9860768787344085
Linear,Same class,9.996317119798059
Linear,Different class,6.364816781878795
Linear,Different class,15.072658345223196
Linear,Same class,-8.532510810451694
Linear,Different class,10.765937874342331
Linear,Same class,-2.7500365058981404
Linear,Different class,-9.320411396009302
Linear,Different class,-12.407960154221444
Linear,Same class,1.1527638475341058
Linear,Same class,-2.402970113574262
Linear,Same class,0.47784098661243235
Linear,Different class,-10.88327822146541
Linear,Same class,-3.641729199676981
Linear,Different class,-7.694643134657972
Linear,Different class,-5.084967565463646
Linear,Same class,2.872215373293052
Linear,Different class,-1.3534628177040755
Linear,Different class,0.8092378439889525
Linear,Different class,9.448311745815959
Linear,Same class,-4.080162201526134
Linear,Same class,1.2547769147979286
Linear,Same class,-8.026503513460883
Linear,Same class,1.2832583696506397
Linear,Different class,0.5178518454193105
Linear,Same class,4.105976538766362
Linear,Same class,-0.2182273082979459
Linear,Same class,-13.945844544930459
Linear,Different class,4.593464936649898
Linear,Same class,5.516056266605206
Linear,Same class,14.02523307829472
Linear,Different class,-3.3011411394225303
Linear,Different class,6.62301200908709
Linear,Different class,4.046017086360786
Linear,Different class,3.7907608704823845
Linear,Same class,-10.349332112914965
Linear,Same class,0.9901201432036422
Linear,Same class,-3.312307086428621
Linear,Different class,1.6112874259532985
Linear,Same class,3.2160569667492283
Linear,Different class,11.802843533160111
Linear,Same class,-3.48807443292547
Linear,Different class,-2.7363345337394307
Linear,Different class,4.8839504248713865
Linear,Same class,11.769775617909588
Linear,Different class,-7.9528881760908625
Linear,Same class,-1.75914195270385
Linear,Different class,6.0856971610678166
Linear,Same class,-1.8355505377427703
Linear,Same class,0.004769261864776116
Linear,Same class,0.41493624172434385
Linear,Different class,0.7732686134682084
Linear,Same class,3.898462034448451
Linear,Same class,1.9243266784374884
Linear,Different class,0.654426866887708
Linear,Same class,6.312395598429182
Linear,Different class,-2.137442252786687
Linear,Different class,-5.196966660303692
Linear,Different class,1.1535419354195258
Linear,Same class,1.3056765442243787
Linear,Different class,2.087991941277224
Linear,Same class,-8.139858840030753
Linear,Same class,6.619184785744372
Linear,Different class,-8.073281628346859
Linear,Same class,-1.416961878940432
Linear,Same class,-0.02785786866731324
Linear,Different class,-8.037328574088628
Linear,Different class,-0.3203913297488492
Linear,Different class,-2.201333047549586
Linear,Same class,-17.065788694938913
Linear,Different class,0.00513437591276625
Linear,Same class,-0.18035440075758277
Linear,Different class,-5.123747364564068
Linear,Same class,-0.5276340782723331
Linear,Different class,3.4920172142718786
Linear,Different class,8.034536290960833
Linear,Same class,-7.719640524619017
Linear,Different class,7.130969101172893
Linear,Different class,-4.006852988851737
Linear,Different class,4.797945700204828
Linear,Same class,13.315531127780531
Linear,Different class,-8.812805243655275
Linear,Same class,19.620101504300855
Linear,Same class,-1.654802240977581
Linear,Same class,-4.215515099624102
Linear,Same class,1.2342944231514241
Linear,Same class,-0.8417595749589825
Linear,Different class,8.138475607747448
Linear,Same class,2.478401358603515
Linear,Different class,-9.716359488668596
Linear,Same class,5.591794320815037
Linear,Same class,-10.354716747097632
Linear,Same class,4.320025189233318
Linear,Same class,3.6774414828014548
Linear,Same class,7.675439149559401
Linear,Same class,-0.2548981170799717
Linear,Same class,9.074330506060116
Linear,Different class,1.7873742911926114
Linear,Same class,-5.2458750428219645
Linear,Same class,5.479805886570392
Linear,Different class,-2.300171591260611
Linear,Same class,-5.741465090018154
Linear,Same class,-4.9311133166039465
Linear,Different class,11.64456696095971
Linear,Different class,8.11139118817621
Linear,Same class,-1.1972745374937357
Linear,Same class,0.41933883599585875
Linear,Different class,2.465205107096199
Linear,Same class,0.1985796702839067
Linear,Different class,-5.6380640045477275
Linear,Same class,-0.04990554152095175
Linear,Same class,6.21582655544605
Linear,Same class,-1.3737837371947095
Linear,Same class,-2.8804140476310085
Linear,Same class,-7.052624844725669
Linear,Different class,-4.675104900183834
Linear,Same class,0.3601730505538694
Linear,Different class,4.514444365710441
Linear,Same class,2.18756331883528
Linear,Different class,-8.917156527532395
Linear,Same class,7.1096245744527975
Linear,Different class,5.099708521174379
Linear,Same class,-4.805175761033
Linear,Different class,-4.779761566628038
Linear,Different class,7.292725032947004
Linear,Same class,8.227818530607093
Linear,Different class,-13.748721328212627
Linear,Different class,6.0773406802789
Linear,Same class,0.4790276041938597
Linear,Same class,6.664180040004615
Linear,Same class,-15.84018813253299
Linear,Same class,-2.444675113086509
Linear,Different class,-3.1292501193481397
Linear,Same class,5.674644876737482
Linear,Different class,-2.849686221391959
Linear,Different class,-8.079807961122262
Linear,Same class,5.998822485036766
Linear,Same class,3.751401520862302
Linear,Different class,-5.626806860288311
Linear,Same class,2.9771080506386425
Linear,Different class,-9.385078095795427
Linear,Same class,5.461427082299192
Linear,Different class,10.693329657422227
Linear,Same class,-1.6825541705521272
Linear,Same class,-5.077559133985611
Linear,Different class,2.648158800374715
Linear,Different class,-10.027702217214301
Linear,Same class,0.4546339574053524
Linear,Different class,6.337770764393401
Linear,Same class,0.6936333103999168
Linear,Same class,-4.229456958988578
Linear,Same class,-1.6391293934094913
Linear,Same class,-5.341739458097196
Linear,Different class,-2.516625409684012
Linear,Same class,8.30842683322935
Linear,Same class,-1.814076786828106
Linear,Different class,-2.747420857076681
Linear,Same class,2.279532563005062
Linear,Different class,5.636013480054036
Linear,Same class,9.322393275132727
Linear,Same class,-8.303843719546958
Linear,Different class,3.3766540385723784
Linear,Same class,2.7923910194760726
Linear,Same class,-3.0376994173188776
Linear,Different class,0.47900885327703874
Linear,Same class,-3.230935561903697
Linear,Different class,-4.839960706472341
Linear,Same class,-5.727950235964433
Linear,Different class,-4.029691463109347
Linear,Different class,-2.3788049057201466
Linear,Different class,-8.284061308218082
Linear,Different class,-20.773814020342417
Linear,Different class,-1.822262372224556
Linear,Same class,-6.050507817147931
Linear,Same class,3.3138968494012184
Linear,Different class,5.422774301536362
Linear,Same class,-1.1285228114135
Linear,Same class,1.784413539386767
Linear,Same class,-5.40863980213367
Linear,Different class,-6.102260599697946
Linear,Same class,1.2766032431573409
Linear,Different class,-8.295738764087417
Linear,Same class,5.397059338911007
Linear,Different class,1.802908974453621
Linear,Same class,4.8809093490057744
Linear,Same class,0.6197790428481806
Linear,Different class,5.438099897798035
Linear,Same class,1.7008826684499747
Linear,Same class,6.688215487553207
Linear,Same class,9.13265887818233
Linear,Different class,-4.017726441531516
Linear,Same class,0.8356447741659238
Linear,Same class,-0.4113037446934542
Linear,Different class,4.260598958763763
Linear,Same class,1.0957196986974747
Linear,Different class,2.340137914391667
Linear,Different class,-6.4952798698450245
Linear,Different class,-4.4869879603759895
Linear,Different class,9.417613642656777
Linear,Different class,4.482935302683067
Linear,Different class,1.8411138972021324
Linear,Same class,-8.548277732947408
Linear,Same class,15.019223386200109
Linear,Different class,-6.0533436459644765
Linear,Different class,-7.649638254979637
Linear,Same class,3.227382898406674
Linear,Different class,-0.9304997651103183
Linear,Same class,-6.844110757639348
Linear,Same class,19.29194468459626
Linear,Same class,-3.4404335802965345
Linear,Same class,7.5778441396634815
Linear,Different class,-2.048140172639822
Linear,Different class,2.2233757563481884
Linear,Same class,3.730172396636318
Linear,Same class,-5.1595443895393185
Linear,Same class,4.0049899226366295
Linear,Different class,2.655668883825729
Linear,Different class,-0.003029070462930243
Linear,Different class,6.247138191114834
Linear,Same class,-2.7364487709601915
Linear,Different class,-7.774410148648039
Linear,Same class,3.8347622700965553
Linear,Same class,1.251396422259316
Linear,Different class,5.354729464889298
Linear,Different class,3.4761433364258845
Linear,Same class,-3.4472298461831214
Linear,Different class,-2.2809628672806106
Linear,Different class,6.4198068067121685
Linear,Same class,-1.7713337966330998
Linear,Different class,-5.033089518016111
Linear,Different class,-3.8511674765154242
Linear,Same class,-4.928934987717746
Linear,Same class,12.192954046797027
Linear,Same class,-2.9227396114485344
Linear,Same class,-11.261436228053098
Linear,Different class,-3.978915233486222
Linear,Same class,-1.0896601347777042
Linear,Same class,-21.15755208806007
Linear,Same class,0.4095549170110835
Linear,Different class,-2.7804055208586567
Linear,Same class,11.015711817529779
Linear,Different class,-7.268334383833335
Linear,Same class,11.387307076396258
Linear,Different class,3.906310467333174
Linear,Same class,-0.7922500808116549
Linear,Different class,-18.715338056642068
Linear,Same class,3.0348939798838135
Linear,Same class,-5.155241309554414
Linear,Different class,-0.4321150447274613
Linear,Same class,-10.672472523191763
Linear,Different class,3.403651528778739
Linear,Different class,-3.369974142245909
Linear,Different class,-6.372560175190935
Linear,Same class,1.5082949423680831
Linear,Different class,3.38560512852892
Linear,Different class,-6.475635868305832
Linear,Same class,-0.6747071246939205
Linear,Different class,3.7167718488341714
Linear,Different class,-6.874806806377393
Linear,Different class,2.9994760305398134
Linear,Different class,-12.046530889997525
Linear,Same class,13.781576950097833
Linear,Different class,-6.785311596946698
Linear,Same class,10.551544829331768
Linear,Different class,-1.7785339137609564
Linear,Different class,-2.491901100547579
Linear,Different class,8.94784686893814
Linear,Different class,-2.9133459149013055
Linear,Different class,-0.9192009526579576
Linear,Different class,-4.386648791111272
Linear,Different class,8.314153215998234
Linear,Different class,-4.451178093046358
Linear,Different class,-2.8996292593060877
Linear,Different class,0.20362399704108933
Linear,Different class,-2.1627299742603743
Linear,Same class,8.439421590989484
Linear,Different class,4.712151921532723
Linear,Same class,6.647601960189508
Linear,Same class,-1.38250338377581
Linear,Same class,-0.7176021927548247
Linear,Same class,4.2883661485059905
Linear,Different class,0.34892084805580603
Linear,Same class,-4.717984532816062
Linear,Different class,-1.7042373527148458
Linear,Same class,-14.346998278785279
Linear,Different class,-0.5181359572878889
Linear,Different class,-3.2756022145952954
Linear,Same class,-1.7233968786972085
Linear,Different class,6.365177721072658
Linear,Different class,1.1584700298215516
Linear,Different class,3.1546010655311276
Linear,Same class,5.763925236360771
Linear,Same class,2.8035514188237167
Linear,Different class,-4.9658355998122135
Linear,Different class,5.292336874190221
Linear,Same class,-6.7683806087762335
Linear,Same class,9.701037917793983
Linear,Different class,1.757733150338129
Linear,Different class,-2.783486750210632
Linear,Different class,9.518478701949853
Linear,Same class,-3.1093517841711624
Linear,Same class,-4.876240391739491
Linear,Different class,-7.714120884076839
Linear,Same class,6.68292177385733
Linear,Different class,0.7648129223199651
Linear,Different class,-0.1645426921970781
Linear,Same class,0.8728519700459829
Linear,Same class,7.247202788121979
Linear,Different class,-7.996282508860869
Linear,Different class,-9.168278819761005
Linear,Same class,-4.277120323966841
Linear,Same class,-5.905977611174596
Linear,Different class,-2.6038890275305135
Linear,Same class,13.067714895478218
Linear,Same class,7.820013429110766
Linear,Different class,2.370145009876569
Linear,Same class,-2.823360364288779
Linear,Same class,6.526892715191604
Linear,Different class,-2.1850382552040033
Linear,Same class,-0.2677295177580806
Linear,Same class,1.809726245639171
Linear,Same class,4.238616121800615
Linear,Same class,0.2184691325286321
Linear,Same class,7.885061026776212
Linear,Different class,-3.8369642366254384
Linear,Different class,-2.5312994923483267
Linear,Same class,-2.2045634544122716
Linear,Same class,-11.144837180297982
Linear,Different class,-0.20049492909001768
Linear,Same class,13.552312829595808
Linear,Same class,4.44608378971868
Linear,Different class,-5.002623423112292
Linear,Same class,-2.4035432972356157
Linear,Different class,13.963445452767418
Linear,Different class,13.972821648550868
Linear,Same class,-11.256498530018774
Linear,Different class,3.690030405706427
Linear,Different class,-3.15484288518822
Linear,Different class,14.533187746236786
Linear,Different class,0.5299879069202716
Linear,Same class,-0.7256523277079016
Linear,Same class,25.365473877275093
Linear,Same class,7.3380149358596825
Linear,Different class,7.151260800467764
Linear,Same class,-3.119927976543455
Linear,Same class,-5.48479322369705
Linear,Same class,6.338612218232621
Linear,Different class,-7.6166510955977245
Linear,Same class,-2.087272065690333
Linear,Different class,8.233350054182992
Linear,Same class,0.5404879126115684
Linear,Same class,5.630600292077923
Linear,Same class,10.324280288444685
Linear,Different class,-6.044270989141775
Linear,Same class,-0.03190318929550592
Linear,Same class,-2.088827836017031
Linear,Same class,-7.120590515869056
Linear,Different class,5.717709674758875
Linear,Different class,5.852764232336157
Linear,Same class,8.261686842762732
Linear,Different class,1.980324903057679
Linear,Same class,-7.434753735348065
Linear,Same class,8.525744875955809
Linear,Same class,-6.344559780956405
Linear,Different class,-5.1785497335045685
Linear,Different class,13.408189177702797
Linear,Same class,-2.781170781722594
Linear,Different class,-22.327999780974547
Linear,Different class,2.149315533759243
Linear,Same class,-3.217446424601528
Linear,Different class,-0.8008189629021575
Linear,Different class,2.61253159915196
Linear,Same class,-7.611343411895486
Linear,Different class,2.8198922717471797
Linear,Same class,3.4111645852477475
Linear,Same class,1.498215280514602
Linear,Same class,-6.4391969809668606
Linear,Different class,1.4504572423528244
Linear,Different class,13.555670580644277
Linear,Different class,0.742995680871066
Linear,Different class,8.19378873117599
Linear,Same class,-4.507025440877039
Linear,Different class,-4.754254386205722
Linear,Different class,2.7392612453444523
Linear,Same class,-2.789651597486289
Linear,Same class,26.616784906046604
Linear,Different class,-5.39225445271518
Linear,Same class,-11.122742008809473
Linear,Same class,7.253990164066484
Linear,Different class,-7.190835111096411
Linear,Different class,-1.1649128323975448
Linear,Different class,4.56729309644937
Linear,Same class,-0.7106064945230087
Linear,Same class,0.5908012353514915
Linear,Same class,2.1619176934584816
Linear,Different class,-6.726728978248254
Linear,Different class,6.392082261875602
Linear,Different class,0.4458779171067568
Linear,Different class,-11.802208210563974
Linear,Different class,2.0872374485502405
Linear,Different class,3.376486113708257
Linear,Different class,-1.3686829282739241
Linear,Same class,-10.591298121117706
Linear,Different class,4.705969497798751
Linear,Different class,8.75857384584912
Linear,Different class,1.4839930049179249
Linear,Same class,-4.793518110137694
Linear,Different class,-5.135340949825117
Linear,Same class,4.079997729529444
Linear,Same class,-4.2296913943120025
Linear,Different class,-2.109205132770092
Linear,Different class,-1.5163768302211798
Linear,Same class,-2.902485720213267
Linear,Same class,-5.60538233098528
Linear,Different class,3.796253314440299
Linear,Same class,0.38095095966675097
Linear,Different class,7.072630545028203
Linear,Same class,19.616212340636082
Linear,Different class,5.5977157403427125
Linear,Different class,9.241672491499596
Linear,Same class,10.099089868348672
Linear,Same class,26.619731376861107
Linear,Different class,-13.941098099130883
Linear,Same class,2.596702776110575
Linear,Different class,6.5595277262171825
Linear,Different class,0.30107958470796226
Linear,Different class,-3.9237167248862903
Linear,Different class,-1.3386241663742278
Linear,Same class,1.9029499525748317
Linear,Same class,-1.644666725505755
Linear,Same class,-5.165298184295527
Linear,Different class,-3.2542934702916995
Linear,Different class,8.793145527868548
Linear,Different class,-7.020473588444016
Linear,Different class,-2.8156849568843376
Linear,Different class,8.959638902462453
Linear,Different class,-3.2604519364661093
Linear,Different class,-6.271476857983191
Linear,Different class,-0.30530243064390017
Linear,Different class,-7.248703938068539
Linear,Same class,-4.701812846528063
Linear,Same class,-14.305812058589538
Linear,Same class,-2.6343979079829887
Linear,Different class,0.21757525341019332
Linear,Different class,20.95428111290802
Linear,Same class,1.8340682022395776
Linear,Same class,3.1137299347128495
Linear,Same class,1.5871389878954594
Linear,Same class,-4.1201147528844855
Linear,Different class,3.8646411519001944
Linear,Same class,17.454689399506407
Linear,Same class,-11.179031198776165
Linear,Different class,-8.076144797138808
Linear,Same class,7.595187365076333
Linear,Same class,12.924924559003912
Linear,Different class,14.459733697707318
Linear,Same class,-5.5776123665473225
Linear,Same class,-3.56236247866269
Linear,Same class,-4.446553333600284
Linear,Same class,-11.67089008037555
Linear,Different class,-3.8006276745394696
Linear,Different class,3.2667062845778494
Linear,Same class,-2.6170335369320847
Linear,Same class,1.1510072318812454
Linear,Different class,1.7531216471152486
Linear,Same class,0.040793801255067624
Linear,Same class,-3.75377540478763
Linear,Same class,3.4486715476116094
Linear,Different class,6.769442164903496
Linear,Same class,-13.307926465604442
Linear,Different class,12.171003203270768
Linear,Same class,-0.23914091832923726
Linear,Same class,8.52768045998843
Linear,Different class,-3.9811736232548043
Linear,Different class,4.3287254676626175
Linear,Different class,-13.302773784991487
Linear,Same class,-1.2594812261856991
Linear,Same class,-1.7536123881642927
Linear,Same class,-11.550250683068803
Linear,Same class,23.27610375125204
Linear,Same class,10.604453188189272
Linear,Different class,10.891669086448328
Linear,Same class,6.497162545870483
Linear,Same class,3.8078181323346127
Linear,Different class,0.6691870185571052
Linear,Same class,-1.2309934521417476
Linear,Same class,8.027017193024362
Linear,Same class,-3.8277373920799076
Linear,Same class,1.782599674671645
Linear,Different class,-0.2159262654134131
Linear,Same class,20.50256211394963
Linear,Different class,1.3102708475454738
Linear,Different class,-5.6820647992782725
Linear,Same class,2.9085748923374255
Linear,Same class,-2.9371055036795832
Linear,Different class,0.8976013768144857
Linear,Different class,5.244978489850764
Linear,Different class,4.880774175230314
Linear,Different class,2.1040235920409445
Linear,Same class,17.169357862900604
Linear,Same class,2.367642031506947
Linear,Different class,-0.4970984018643187
Linear,Same class,-3.0522588422132992
Linear,Same class,-5.471047603223896
Linear,Different class,-4.683155883902581
Linear,Same class,0.8632456747347685
Linear,Same class,1.7761249350890909
Linear,Different class,0.951457923499426
Linear,Different class,-16.107764861955566
Linear,Same class,-1.0500521501215507
Linear,Same class,-9.375680915084736
Linear,Different class,1.2825629963848595
Linear,Different class,-19.669770886456963
Linear,Different class,12.506895329794956
Linear,Same class,8.289985308951085
Linear,Different class,-3.897712795306743
Linear,Different class,-7.317633938049931
Linear,Different class,-8.788723385824856
Linear,Different class,-3.032083134208644
Linear,Different class,-9.49914509868552
Linear,Same class,-0.5176090553400802
Linear,Different class,5.6175409331745465
Linear,Same class,2.8570500426144165
Linear,Same class,2.9253882470830694
Linear,Different class,-0.14887832539505721
Linear,Same class,-0.9732051411337562
Linear,Same class,7.881954575573605
